TransactionID,CustomerID,Customer name,Product name,catogory,ProductID,TransactionDate,Quantity,TotalValue,Price,Region
T00131,C0029,Erin Manning,SoundWave Jeans,Clothing,P059,6/13/2024 2:56,1,303.2,303.2,North America
T00188,C0195,Jeremy Mclaughlin,SoundWave Jeans,Clothing,P059,5/21/2024 3:08,3,909.6,303.2,South America
T00282,C0145,Wayne Stone,SoundWave Jeans,Clothing,P059,11/26/2024 7:35,1,303.2,303.2,Asia
T00284,C0022,Teresa Esparza,SoundWave Jeans,Clothing,P059,1/15/2024 7:06,4,1212.8,303.2,Asia
T00295,C0087,Travis Campbell,SoundWave Jeans,Clothing,P059,7/22/2024 9:54,3,909.6,303.2,South America
T00377,C0179,Donald Miller,SoundWave Jeans,Clothing,P059,1/22/2024 19:36,1,303.2,303.2,Europe
T00400,C0175,Matthew Johnson,SoundWave Jeans,Clothing,P059,4/24/2024 0:16,2,606.4,303.2,Asia
T00638,C0100,Clinton Gomez,SoundWave Jeans,Clothing,P059,4/27/2024 5:29,3,909.6,303.2,Europe
T00674,C0024,Michele Cooley,SoundWave Jeans,Clothing,P059,4/14/2024 1:19,3,909.6,303.2,North America
T00702,C0104,Laura Bennett,SoundWave Jeans,Clothing,P059,5/20/2024 13:15,4,1212.8,303.2,South America
T00705,C0027,Justin Heath,SoundWave Jeans,Clothing,P059,06-08-2024 07:23,4,1212.8,303.2,Asia
T00775,C0156,William Adams,SoundWave Jeans,Clothing,P059,10-05-2024 06:56,1,303.2,303.2,North America
T00806,C0062,Jeffery Hartman,SoundWave Jeans,Clothing,P059,01-04-2024 21:05,2,606.4,303.2,Europe
T00854,C0017,Jennifer King,SoundWave Jeans,Clothing,P059,7/14/2024 10:29,1,303.2,303.2,Europe
T00882,C0156,William Adams,SoundWave Jeans,Clothing,P059,9/21/2024 14:11,3,909.6,303.2,North America
T00906,C0129,Marcus Livingston,SoundWave Jeans,Clothing,P059,10-10-2024 12:25,4,1212.8,303.2,South America
T00948,C0098,Laura Gilbert,SoundWave Jeans,Clothing,P059,1/20/2024 12:30,2,606.4,303.2,North America
T00058,C0106,Amanda Mcguire,SoundWave Headphones,Electronics,P031,9/18/2024 9:38,2,392.8,196.4,Asia
T00653,C0028,Jennifer Pena,SoundWave Headphones,Electronics,P031,07-12-2024 13:17,4,785.6,196.4,Asia
T00792,C0105,Ryan Hampton,SoundWave Headphones,Electronics,P031,01-11-2024 06:02,1,196.4,196.4,Europe
T00815,C0008,David Li,SoundWave Headphones,Electronics,P031,3/26/2024 20:30,2,392.8,196.4,North America
T00059,C0107,Dana Cantrell,ActiveWear Headphones,Electronics,P042,6/29/2024 13:17,1,379.44,379.44,South America
T00344,C0047,Samantha Frank,ActiveWear Headphones,Electronics,P042,1/17/2024 10:01,3,1138.32,379.44,North America
T00484,C0013,Lauren Buchanan,ActiveWear Headphones,Electronics,P042,2/24/2024 20:08,2,758.88,379.44,South America
T00514,C0032,Dustin Campbell,ActiveWear Headphones,Electronics,P042,11/27/2024 20:42,1,379.44,379.44,South America
T00693,C0122,Corey Ruiz,ActiveWear Headphones,Electronics,P042,12/17/2024 19:17,4,1517.76,379.44,North America
T00695,C0090,Charles Hamilton,ActiveWear Headphones,Electronics,P042,09-11-2024 19:59,3,1138.32,379.44,Asia
T00861,C0141,Paul Parsons,ActiveWear Headphones,Electronics,P042,9/26/2024 21:52,4,1517.76,379.44,Europe
T00973,C0084,Belinda Garner,ActiveWear Headphones,Electronics,P042,07-12-2024 22:15,3,1138.32,379.44,Asia
T00060,C0054,Bruce Rhodes,SoundWave Desk Lamp,Home Decor,P074,05-06-2024 13:06,4,1182.32,295.58,Asia
T00152,C0144,Andrea Hart,SoundWave Desk Lamp,Home Decor,P074,4/17/2024 1:46,4,1182.32,295.58,North America
T00217,C0047,Samantha Frank,SoundWave Desk Lamp,Home Decor,P074,2/28/2024 6:05,1,295.58,295.58,North America
T00223,C0163,Tiffany Cain,SoundWave Desk Lamp,Home Decor,P074,4/29/2024 10:25,1,295.58,295.58,South America
T00250,C0045,Michael Williams,SoundWave Desk Lamp,Home Decor,P074,7/14/2024 11:42,4,1182.32,295.58,Asia
T00325,C0152,Justin Evans,SoundWave Desk Lamp,Home Decor,P074,6/22/2024 20:59,1,295.58,295.58,South America
T00382,C0163,Tiffany Cain,SoundWave Desk Lamp,Home Decor,P074,03-01-2024 16:19,4,1182.32,295.58,South America
T00438,C0037,Linda Smith,SoundWave Desk Lamp,Home Decor,P074,7/15/2024 16:33,3,886.74,295.58,Europe
T00537,C0012,Kevin May,SoundWave Desk Lamp,Home Decor,P074,12/25/2024 8:03,1,295.58,295.58,South America
T00743,C0172,Jamie Webb,SoundWave Desk Lamp,Home Decor,P074,1/21/2024 13:21,3,886.74,295.58,Europe
T00796,C0166,John Rogers,SoundWave Desk Lamp,Home Decor,P074,08-12-2024 05:20,3,886.74,295.58,Europe
T00839,C0089,Paul Carter,SoundWave Desk Lamp,Home Decor,P074,12-03-2024 21:30,3,886.74,295.58,Europe
T00885,C0170,Logan Harris,SoundWave Desk Lamp,Home Decor,P074,9/13/2024 7:08,3,886.74,295.58,Europe
T00061,C0126,Caitlin Brown,BookWorld Cookbook,Books,P032,1/16/2024 0:42,2,977.26,488.63,South America
T00116,C0127,Kathryn Stevens,BookWorld Cookbook,Books,P032,8/15/2024 21:51,1,488.63,488.63,Europe
T00319,C0139,Ricky Gutierrez,BookWorld Cookbook,Books,P032,1/17/2024 9:48,1,488.63,488.63,North America
T00320,C0179,Donald Miller,BookWorld Cookbook,Books,P032,04-06-2024 16:23,3,1465.89,488.63,Europe
T00465,C0173,Francisco Young,BookWorld Cookbook,Books,P032,5/24/2024 16:11,2,977.26,488.63,Asia
T00499,C0065,Gerald Hines,BookWorld Cookbook,Books,P032,7/18/2024 2:51,4,1954.52,488.63,North America
T00513,C0023,Nicholas Cain,BookWorld Cookbook,Books,P032,11-11-2024 10:44,2,977.26,488.63,Europe
T00577,C0082,Aimee Taylor,BookWorld Cookbook,Books,P032,10/19/2024 0:46,2,977.26,488.63,South America
T00821,C0050,Ryan Davis,BookWorld Cookbook,Books,P032,04-04-2024 14:19,2,977.26,488.63,North America
T00867,C0171,Michael Cowan,BookWorld Cookbook,Books,P032,10/23/2024 16:23,3,1465.89,488.63,South America
T00987,C0015,Tina Duran,BookWorld Cookbook,Books,P032,02-10-2024 12:35,1,488.63,488.63,North America
T00064,C0037,Linda Smith,BookWorld Wall Art,Home Decor,P009,9/15/2024 3:50,1,325.01,325.01,Europe
T00311,C0129,Marcus Livingston,BookWorld Wall Art,Home Decor,P009,9/30/2024 0:40,2,650.02,325.01,South America
T00397,C0187,Kayla Kelly,BookWorld Wall Art,Home Decor,P009,07-04-2024 05:29,1,325.01,325.01,South America
T00477,C0162,Edwin Watson,BookWorld Wall Art,Home Decor,P009,10/14/2024 15:50,3,975.03,325.01,Asia
T00530,C0079,Brian Murillo,BookWorld Wall Art,Home Decor,P009,05-02-2024 00:31,2,650.02,325.01,North America
T00651,C0172,Jamie Webb,BookWorld Wall Art,Home Decor,P009,06-12-2024 22:33,2,650.02,325.01,Europe
T00677,C0100,Clinton Gomez,BookWorld Wall Art,Home Decor,P009,03-05-2024 23:39,4,1300.04,325.01,Europe
T00065,C0049,Jason Yates,HomeSense Sweater,Clothing,P081,02-01-2024 19:05,1,66.32,66.32,North America
T00081,C0077,Scott Sims,HomeSense Sweater,Clothing,P081,11-02-2024 19:35,4,265.28,66.32,South America
T00092,C0189,Sherri Dixon,HomeSense Sweater,Clothing,P081,4/15/2024 1:10,3,198.96,66.32,North America
T00103,C0091,Lisa Kirk,HomeSense Sweater,Clothing,P081,8/13/2024 3:22,4,265.28,66.32,South America
T00111,C0082,Aimee Taylor,HomeSense Sweater,Clothing,P081,9/16/2024 22:57,4,265.28,66.32,South America
T00387,C0173,Francisco Young,HomeSense Sweater,Clothing,P081,5/18/2024 16:57,3,198.96,66.32,Asia
T00486,C0111,Roger David,HomeSense Sweater,Clothing,P081,07-03-2024 07:27,4,265.28,66.32,Europe
T00512,C0183,Kimberly Johnson,HomeSense Sweater,Clothing,P081,01-08-2024 13:41,1,66.32,66.32,North America
T00668,C0053,Albert Burke,HomeSense Sweater,Clothing,P081,1/21/2024 8:08,2,132.64,66.32,Europe
T00715,C0033,Tyler Holt,HomeSense Sweater,Clothing,P081,07-05-2024 23:41,2,132.64,66.32,North America
T00898,C0108,David Davis,HomeSense Sweater,Clothing,P081,7/26/2024 21:44,1,66.32,66.32,South America
T00939,C0010,Aaron Cox,HomeSense Sweater,Clothing,P081,3/29/2024 7:04,3,198.96,66.32,Europe
T00960,C0147,Hunter Fuller,HomeSense Sweater,Clothing,P081,09-10-2024 12:40,1,66.32,66.32,South America
T00066,C0041,Lindsey Deleon,SoundWave Desk Lamp,Home Decor,P011,1/21/2024 22:41,4,1044.8,261.2,Europe
T00415,C0169,Jennifer Shaw,SoundWave Desk Lamp,Home Decor,P011,3/13/2024 6:04,4,1044.8,261.2,South America
T00521,C0148,Matthew Rogers,SoundWave Desk Lamp,Home Decor,P011,06-11-2024 02:31,4,1044.8,261.2,South America
T00601,C0161,Jessica Warren,SoundWave Desk Lamp,Home Decor,P011,8/15/2024 3:06,1,261.2,261.2,Asia
T00698,C0119,David Armstrong,SoundWave Desk Lamp,Home Decor,P011,12/26/2024 21:34,1,261.2,261.2,Europe
T00712,C0134,Theresa Gonzalez,SoundWave Desk Lamp,Home Decor,P011,9/23/2024 6:44,3,783.6,261.2,Asia
T00848,C0108,David Davis,SoundWave Desk Lamp,Home Decor,P011,9/25/2024 1:50,2,522.4,261.2,South America
T00868,C0039,Angela Harris,SoundWave Desk Lamp,Home Decor,P011,09-08-2024 14:32,4,1044.8,261.2,South America
T00977,C0136,Kristen Holder,SoundWave Desk Lamp,Home Decor,P011,1/16/2024 15:56,4,1044.8,261.2,Asia
T00998,C0024,Michele Cooley,SoundWave Desk Lamp,Home Decor,P011,6/19/2024 17:52,2,522.4,261.2,North America
T00067,C0017,Jennifer King,SoundWave Headphones,Electronics,P096,3/31/2024 19:29,2,614.94,307.47,Europe
T00085,C0001,Lawrence Carroll,SoundWave Headphones,Electronics,P096,04-08-2024 00:01,2,614.94,307.47,South America
T00117,C0164,Morgan Perez,SoundWave Headphones,Electronics,P096,3/25/2024 7:41,2,614.94,307.47,Europe
T00279,C0059,Mrs. Kimberly Wright,SoundWave Headphones,Electronics,P096,09-09-2024 19:42,1,307.47,307.47,North America
T00350,C0020,Mr. Manuel Conway,SoundWave Headphones,Electronics,P096,1/30/2024 0:57,3,922.41,307.47,North America
T00467,C0045,Michael Williams,SoundWave Headphones,Electronics,P096,3/16/2024 4:08,3,922.41,307.47,Asia
T00610,C0021,Robert Blanchard,SoundWave Headphones,Electronics,P096,10-12-2024 03:25,2,614.94,307.47,Asia
T00645,C0007,Paul Graves,SoundWave Headphones,Electronics,P096,8/25/2024 8:05,3,922.41,307.47,Asia
T00666,C0044,Kenneth Alexander,SoundWave Headphones,Electronics,P096,6/27/2024 12:03,1,307.47,307.47,Europe
T00724,C0117,Jeffrey Mcmahon,SoundWave Headphones,Electronics,P096,7/22/2024 23:34,3,922.41,307.47,North America
T00735,C0104,Laura Bennett,SoundWave Headphones,Electronics,P096,11-04-2024 07:25,4,1229.88,307.47,South America
T00748,C0119,David Armstrong,SoundWave Headphones,Electronics,P096,10/13/2024 16:15,1,307.47,307.47,Europe
T00764,C0026,Sara Miller,SoundWave Headphones,Electronics,P096,10-09-2024 13:52,4,1229.88,307.47,North America
T00794,C0161,Jessica Warren,SoundWave Headphones,Electronics,P096,5/20/2024 6:17,1,307.47,307.47,Asia
T00819,C0075,Misty Higgins,SoundWave Headphones,Electronics,P096,10-08-2024 21:31,2,614.94,307.47,Europe
T00070,C0051,Nicholas Ellis,ActiveWear Textbook,Books,P017,12-11-2024 13:46,4,1879.08,469.77,Europe
T00180,C0073,Heidi Johnson,ActiveWear Textbook,Books,P017,03-11-2024 15:12,2,939.54,469.77,Europe
T00224,C0171,Michael Cowan,ActiveWear Textbook,Books,P017,07-06-2024 23:53,4,1879.08,469.77,South America
T00324,C0104,Laura Bennett,ActiveWear Textbook,Books,P017,08-11-2024 07:01,1,469.77,469.77,South America
T00341,C0011,Bryan Mathews,ActiveWear Textbook,Books,P017,12/26/2024 3:09,2,939.54,469.77,South America
T00503,C0013,Lauren Buchanan,ActiveWear Textbook,Books,P017,7/26/2024 0:21,4,1879.08,469.77,South America
T00558,C0169,Jennifer Shaw,ActiveWear Textbook,Books,P017,11/29/2024 23:39,4,1879.08,469.77,South America
T00571,C0137,Robert Gardner,ActiveWear Textbook,Books,P017,02-01-2024 15:50,2,939.54,469.77,South America
T00682,C0131,Scott Wilson,ActiveWear Textbook,Books,P017,04-01-2024 10:10,2,939.54,469.77,North America
T00971,C0023,Nicholas Cain,ActiveWear Textbook,Books,P017,6/22/2024 21:26,1,469.77,469.77,Europe
T00072,C0167,Brandy Welch,TechPro Cookbook,Books,P048,5/23/2024 19:17,3,1249.2,416.4,Europe
T00280,C0175,Matthew Johnson,TechPro Cookbook,Books,P048,05-09-2024 17:38,2,832.8,416.4,Asia
T00298,C0042,Heather Riley,TechPro Cookbook,Books,P048,11-09-2024 20:42,1,416.4,416.4,North America
T00322,C0099,Rodney Eaton,TechPro Cookbook,Books,P048,2/17/2024 4:23,3,1249.2,416.4,South America
T00357,C0147,Hunter Fuller,TechPro Cookbook,Books,P048,11/15/2024 23:35,1,416.4,416.4,South America
T00371,C0155,Michelle Brown,TechPro Cookbook,Books,P048,5/15/2024 23:20,4,1665.6,416.4,South America
T00548,C0185,Kathleen Logan,TechPro Cookbook,Books,P048,01-06-2024 22:00,3,1249.2,416.4,North America
T00550,C0154,Robert Sharp,TechPro Cookbook,Books,P048,4/24/2024 5:30,3,1249.2,416.4,North America
T00608,C0025,Gregory Odom,TechPro Cookbook,Books,P048,6/13/2024 22:53,2,832.8,416.4,South America
T00657,C0100,Clinton Gomez,TechPro Cookbook,Books,P048,08-04-2024 15:35,1,416.4,416.4,Europe
T00771,C0200,Kelly Cross,TechPro Cookbook,Books,P048,09-10-2024 09:50,4,1665.6,416.4,Asia
T00786,C0174,Tracy Steele,TechPro Cookbook,Books,P048,08-07-2024 22:11,4,1665.6,416.4,South America
T00811,C0141,Paul Parsons,TechPro Cookbook,Books,P048,06-03-2024 23:59,4,1665.6,416.4,Europe
T00844,C0118,Jacob Holt,TechPro Cookbook,Books,P048,12/18/2024 4:17,4,1665.6,416.4,South America
T00950,C0068,Mark Cox,TechPro Cookbook,Books,P048,2/28/2024 16:08,4,1665.6,416.4,North America
T00073,C0183,Kimberly Johnson,SoundWave Jacket,Clothing,P052,11/13/2024 14:33,2,709.62,354.81,North America
T00101,C0008,David Li,SoundWave Jacket,Clothing,P052,9/16/2024 22:10,4,1419.24,354.81,North America
T00351,C0169,Jennifer Shaw,SoundWave Jacket,Clothing,P052,12-03-2024 17:26,4,1419.24,354.81,South America
T00460,C0099,Rodney Eaton,SoundWave Jacket,Clothing,P052,05-02-2024 00:25,2,709.62,354.81,South America
T00988,C0165,Juan Mcdaniel,SoundWave Jacket,Clothing,P052,09-06-2024 06:43,4,1419.24,354.81,South America
T00076,C0141,Paul Parsons,BookWorld Sweater,Clothing,P065,9/23/2024 20:32,3,1282.83,427.61,Europe
T00110,C0084,Belinda Garner,BookWorld Sweater,Clothing,P065,8/13/2024 10:30,2,855.22,427.61,Asia
T00139,C0118,Jacob Holt,BookWorld Sweater,Clothing,P065,4/13/2024 2:29,1,427.61,427.61,South America
T00288,C0049,Jason Yates,BookWorld Sweater,Clothing,P065,1/22/2024 14:14,1,427.61,427.61,North America
T00306,C0021,Robert Blanchard,BookWorld Sweater,Clothing,P065,6/27/2024 23:39,3,1282.83,427.61,Asia
T00383,C0048,Matthew Park,BookWorld Sweater,Clothing,P065,11/22/2024 19:56,2,855.22,427.61,South America
T00540,C0034,Dalton Perez,BookWorld Sweater,Clothing,P065,05-08-2024 21:17,2,855.22,427.61,North America
T00569,C0107,Dana Cantrell,BookWorld Sweater,Clothing,P065,10/22/2024 12:54,3,1282.83,427.61,South America
T00585,C0056,Erika Fernandez,BookWorld Sweater,Clothing,P065,1/31/2024 8:26,2,855.22,427.61,Asia
T00888,C0055,Lauren Williams,BookWorld Sweater,Clothing,P065,5/24/2024 9:36,2,855.22,427.61,North America
T00892,C0022,Teresa Esparza,BookWorld Sweater,Clothing,P065,04-06-2024 10:33,4,1710.44,427.61,Asia
T00077,C0192,Sarah Arias,TechPro Novel,Books,P063,6/15/2024 17:12,3,100.77,33.59,South America
T00104,C0174,Tracy Steele,TechPro Novel,Books,P063,01-12-2024 03:22,3,100.77,33.59,South America
T00216,C0193,Douglas Torres,TechPro Novel,Books,P063,3/22/2024 19:50,3,100.77,33.59,Asia
T00353,C0012,Kevin May,TechPro Novel,Books,P063,10/22/2024 21:55,1,33.59,33.59,South America
T00378,C0175,Matthew Johnson,TechPro Novel,Books,P063,08-03-2024 22:08,3,100.77,33.59,Asia
T00413,C0021,Robert Blanchard,TechPro Novel,Books,P063,1/24/2024 18:23,3,100.77,33.59,Asia
T00459,C0075,Misty Higgins,TechPro Novel,Books,P063,1/17/2024 1:36,4,134.36,33.59,Europe
T00760,C0090,Charles Hamilton,TechPro Novel,Books,P063,01-03-2024 18:25,1,33.59,33.59,Asia
T00853,C0098,Laura Gilbert,TechPro Novel,Books,P063,12/23/2024 18:36,4,134.36,33.59,North America
T00078,C0011,Bryan Mathews,HomeSense Bluetooth Speaker,Electronics,P089,3/23/2024 2:59,3,662.73,220.91,South America
T00153,C0094,Emily Trevino,HomeSense Bluetooth Speaker,Electronics,P089,11-05-2024 07:32,3,662.73,220.91,North America
T00245,C0120,Francisco Diaz,HomeSense Bluetooth Speaker,Electronics,P089,4/28/2024 20:01,4,883.64,220.91,South America
T00291,C0109,Abigail Jones,HomeSense Bluetooth Speaker,Electronics,P089,1/27/2024 6:14,2,441.82,220.91,North America
T00390,C0113,Joseph Ortiz Jr.,HomeSense Bluetooth Speaker,Electronics,P089,02-04-2024 07:33,4,883.64,220.91,South America
T00773,C0068,Mark Cox,HomeSense Bluetooth Speaker,Electronics,P089,12-08-2024 14:38,3,662.73,220.91,North America
T00883,C0170,Logan Harris,HomeSense Bluetooth Speaker,Electronics,P089,05-10-2024 03:22,4,883.64,220.91,Europe
T00082,C0127,Kathryn Stevens,SoundWave Headphones,Electronics,P088,8/25/2024 5:43,1,263.55,263.55,Europe
T00130,C0191,Samantha Gibson DVM,SoundWave Headphones,Electronics,P088,8/15/2024 13:06,1,263.55,263.55,South America
T00424,C0114,Benjamin Anderson,SoundWave Headphones,Electronics,P088,9/23/2024 4:35,4,1054.2,263.55,Europe
T00461,C0072,Sarah Scott,SoundWave Headphones,Electronics,P088,9/17/2024 3:59,1,263.55,263.55,North America
T00556,C0050,Ryan Davis,SoundWave Headphones,Electronics,P088,11/17/2024 17:56,3,790.65,263.55,North America
T00751,C0096,Benjamin Mcclure,SoundWave Headphones,Electronics,P088,03-11-2024 17:07,2,527.1,263.55,South America
T00954,C0179,Donald Miller,SoundWave Headphones,Electronics,P088,10-10-2024 04:15,4,1054.2,263.55,Europe
T00985,C0068,Mark Cox,SoundWave Headphones,Electronics,P088,7/30/2024 21:37,2,527.1,263.55,North America
T00083,C0046,Beth Cardenas,SoundWave Textbook,Books,P066,04-08-2024 10:34,4,1348.88,337.22,North America
T00195,C0023,Nicholas Cain,SoundWave Textbook,Books,P066,11-02-2024 10:20,1,337.22,337.22,Europe
T00225,C0126,Caitlin Brown,SoundWave Textbook,Books,P066,6/20/2024 4:11,3,1011.66,337.22,South America
T00267,C0037,Linda Smith,SoundWave Textbook,Books,P066,6/30/2024 0:11,3,1011.66,337.22,Europe
T00505,C0147,Hunter Fuller,SoundWave Textbook,Books,P066,7/29/2024 19:28,2,674.44,337.22,South America
T00596,C0175,Matthew Johnson,SoundWave Textbook,Books,P066,9/30/2024 11:36,1,337.22,337.22,Asia
T00609,C0094,Emily Trevino,SoundWave Textbook,Books,P066,3/19/2024 1:04,1,337.22,337.22,North America
T00623,C0146,Brittany Harvey,SoundWave Textbook,Books,P066,07-12-2024 10:03,3,1011.66,337.22,Asia
T00838,C0101,Kelsey Roberts,SoundWave Textbook,Books,P066,7/24/2024 17:40,1,337.22,337.22,Asia
T00921,C0017,Jennifer King,SoundWave Textbook,Books,P066,12-01-2024 22:55,4,1348.88,337.22,Europe
T00924,C0116,James Martinez,SoundWave Textbook,Books,P066,04-02-2024 00:16,1,337.22,337.22,North America
T00084,C0045,Michael Williams,HomeSense Headphones,Electronics,P015,08-02-2024 13:45,4,635.72,158.93,Asia
T00114,C0068,Mark Cox,HomeSense Headphones,Electronics,P015,5/28/2024 18:07,1,158.93,158.93,North America
T00333,C0101,Kelsey Roberts,HomeSense Headphones,Electronics,P015,12/28/2024 11:00,3,476.79,158.93,Asia
T00526,C0156,William Adams,HomeSense Headphones,Electronics,P015,01-01-2024 16:46,4,635.72,158.93,North America
T00599,C0013,Lauren Buchanan,HomeSense Headphones,Electronics,P015,8/15/2024 20:46,1,158.93,158.93,South America
T00801,C0021,Robert Blanchard,HomeSense Headphones,Electronics,P015,02-06-2024 03:27,1,158.93,158.93,Asia
T00893,C0101,Kelsey Roberts,HomeSense Headphones,Electronics,P015,3/24/2024 16:37,1,158.93,158.93,Asia
T00989,C0129,Marcus Livingston,HomeSense Headphones,Electronics,P015,5/28/2024 14:48,3,476.79,158.93,South America
T00088,C0019,Brandon Rodriguez,ActiveWear Biography,Books,P001,1/30/2024 17:23,2,338.6,169.3,Europe
T00314,C0024,Michele Cooley,ActiveWear Biography,Books,P001,9/24/2024 17:15,4,677.2,169.3,North America
T00428,C0071,Taylor Murphy,ActiveWear Biography,Books,P001,08-02-2024 08:13,2,338.6,169.3,South America
T00433,C0036,Brian Aguilar DDS,ActiveWear Biography,Books,P001,05-05-2024 05:01,2,338.6,169.3,North America
T00449,C0191,Samantha Gibson DVM,ActiveWear Biography,Books,P001,12-12-2024 12:17,1,169.3,169.3,South America
T00545,C0105,Ryan Hampton,ActiveWear Biography,Books,P001,6/24/2024 10:10,2,338.6,169.3,Europe
T00732,C0045,Michael Williams,ActiveWear Biography,Books,P001,8/13/2024 10:42,2,338.6,169.3,Asia
T00758,C0017,Jennifer King,ActiveWear Biography,Books,P001,5/28/2024 14:47,3,507.9,169.3,Europe
T00095,C0189,Sherri Dixon,TechPro Vase,Home Decor,P093,9/13/2024 18:57,2,609.88,304.94,North America
T00211,C0007,Paul Graves,TechPro Vase,Home Decor,P093,3/29/2024 14:35,4,1219.76,304.94,Asia
T00335,C0118,Jacob Holt,TechPro Vase,Home Decor,P093,04-06-2024 09:26,2,609.88,304.94,South America
T00547,C0079,Brian Murillo,TechPro Vase,Home Decor,P093,7/30/2024 23:32,4,1219.76,304.94,North America
T00586,C0179,Donald Miller,TechPro Vase,Home Decor,P093,8/31/2024 22:33,1,304.94,304.94,Europe
T00629,C0100,Clinton Gomez,TechPro Vase,Home Decor,P093,04-06-2024 10:30,1,304.94,304.94,Europe
T00630,C0031,Tina Miller,TechPro Vase,Home Decor,P093,10-08-2024 23:58,2,609.88,304.94,South America
T00899,C0141,Paul Parsons,TechPro Vase,Home Decor,P093,4/30/2024 17:03,1,304.94,304.94,Europe
T00096,C0161,Jessica Warren,ComfortLiving Laptop,Electronics,P073,3/23/2024 0:07,3,80.97,26.99,Asia
T00277,C0029,Erin Manning,ComfortLiving Laptop,Electronics,P073,10-01-2024 17:22,4,107.96,26.99,North America
T00317,C0111,Roger David,ComfortLiving Laptop,Electronics,P073,6/19/2024 15:07,4,107.96,26.99,Europe
T00336,C0147,Hunter Fuller,ComfortLiving Laptop,Electronics,P073,11/16/2024 15:45,3,80.97,26.99,South America
T00388,C0081,Kimberly Turner,ComfortLiving Laptop,Electronics,P073,04-11-2024 01:44,1,26.99,26.99,Europe
T00494,C0055,Lauren Williams,ComfortLiving Laptop,Electronics,P073,10-01-2024 04:39,2,53.98,26.99,North America
T00519,C0054,Bruce Rhodes,ComfortLiving Laptop,Electronics,P073,06-02-2024 10:00,2,53.98,26.99,Asia
T00583,C0198,Rebecca Ray,ComfortLiving Laptop,Electronics,P073,10-04-2024 18:31,1,26.99,26.99,Europe
T00661,C0049,Jason Yates,ComfortLiving Laptop,Electronics,P073,5/25/2024 20:16,2,53.98,26.99,North America
T00955,C0149,Tina Wilson,ComfortLiving Laptop,Electronics,P073,8/29/2024 14:05,2,53.98,26.99,Europe
T00099,C0103,Jennifer Munoz,ActiveWear Rug,Home Decor,P006,9/30/2024 23:30,1,121.32,121.32,Europe
T00134,C0051,Nicholas Ellis,ActiveWear Rug,Home Decor,P006,01-03-2024 04:06,2,242.64,121.32,Europe
T00143,C0003,Michael Rivera,ActiveWear Rug,Home Decor,P006,6/16/2024 5:24,3,363.96,121.32,South America
T00181,C0181,Alexander Barker,ActiveWear Rug,Home Decor,P006,7/21/2024 3:18,4,485.28,121.32,South America
T00226,C0139,Ricky Gutierrez,ActiveWear Rug,Home Decor,P006,10-02-2024 16:46,2,242.64,121.32,North America
T00273,C0134,Theresa Gonzalez,ActiveWear Rug,Home Decor,P006,4/14/2024 11:32,4,485.28,121.32,Asia
T00321,C0017,Jennifer King,ActiveWear Rug,Home Decor,P006,6/20/2024 4:13,3,363.96,121.32,Europe
T00389,C0081,Kimberly Turner,ActiveWear Rug,Home Decor,P006,1/20/2024 4:23,3,363.96,121.32,Europe
T00478,C0124,Lindsay Perez,ActiveWear Rug,Home Decor,P006,04-12-2024 12:07,4,485.28,121.32,Europe
T00506,C0053,Albert Burke,ActiveWear Rug,Home Decor,P006,9/18/2024 23:31,1,121.32,121.32,Europe
T00613,C0037,Linda Smith,ActiveWear Rug,Home Decor,P006,9/30/2024 18:17,3,363.96,121.32,Europe
T00679,C0138,Cynthia Clayton,ActiveWear Rug,Home Decor,P006,09-06-2024 20:35,4,485.28,121.32,Asia
T00772,C0104,Laura Bennett,ActiveWear Rug,Home Decor,P006,6/16/2024 21:51,2,242.64,121.32,South America
T00108,C0177,Julia Kelly,BookWorld Biography,Books,P055,11-04-2024 03:30,1,128.53,128.53,Asia
T00255,C0107,Dana Cantrell,BookWorld Biography,Books,P055,2/27/2024 16:51,4,514.12,128.53,South America
T00429,C0030,Mark Brock,BookWorld Biography,Books,P055,12/15/2024 1:23,3,385.59,128.53,North America
T00463,C0142,Nicole Long DVM,BookWorld Biography,Books,P055,5/25/2024 22:37,2,257.06,128.53,Asia
T00466,C0034,Dalton Perez,BookWorld Biography,Books,P055,10/23/2024 16:57,4,514.12,128.53,North America
T00639,C0109,Abigail Jones,BookWorld Biography,Books,P055,03-12-2024 03:33,3,385.59,128.53,North America
T00822,C0011,Bryan Mathews,BookWorld Biography,Books,P055,05-08-2024 18:21,3,385.59,128.53,South America
T00850,C0029,Erin Manning,BookWorld Biography,Books,P055,03-03-2024 06:11,2,257.06,128.53,North America
T00872,C0088,Carlos Murray,BookWorld Biography,Books,P055,06-02-2024 13:27,1,128.53,128.53,Asia
T00941,C0041,Lindsey Deleon,BookWorld Biography,Books,P055,7/20/2024 10:39,1,128.53,128.53,Europe
T00109,C0175,Matthew Johnson,HomeSense Running Shoes,Clothing,P064,11/20/2024 9:53,4,1809.68,452.42,Asia
T00145,C0198,Rebecca Ray,HomeSense Running Shoes,Clothing,P064,9/29/2024 16:14,2,904.84,452.42,Europe
T00552,C0096,Benjamin Mcclure,HomeSense Running Shoes,Clothing,P064,12-11-2024 17:46,4,1809.68,452.42,South America
T00628,C0141,Paul Parsons,HomeSense Running Shoes,Clothing,P064,8/19/2024 0:45,1,452.42,452.42,Europe
